,DirichletModel_MultimodalClassifier_dc
1651,3.6568928
1652,3.6568928
1653,3.6568928
1654,3.6568928
1655,3.6568928
1656,3.6568928
1657,3.6568928
1658,3.6568928
1659,3.6568928
1660,3.6568928
1661,3.6568928
1662,3.6568928
1663,3.6568928
1664,3.6568928
1665,3.6568928
1666,3.6568928
1667,3.6568928
1668,3.6568928
1669,3.6568928
1670,3.6568928
1671,3.6568928
1672,3.6568928
1673,3.6568928
1674,3.6568928
1675,3.6568928
1676,3.6568928
1677,3.6568928
1678,3.6568928
1679,3.6568928
1680,3.6568928
1681,3.6568928
1682,3.6568928
1683,3.6568928
1684,3.6568928
1685,3.6568928
1686,3.6568928
1687,3.6568928
1688,3.6568928
1689,3.6568928
1690,3.6568928
1691,3.6568928
1692,3.6568928
1693,3.6568928
1694,3.6568928
1695,3.6568928
1696,3.6568928
1697,3.6568928
1698,3.690559
1699,3.6568928
1700,3.6568928
1701,3.6568928
1702,3.6568928
1703,3.6568928
1704,3.6568928
1705,3.6568928
1706,3.6568928
1707,3.6568928
1708,3.6568928
1709,3.6568928
1710,3.6568928
1711,3.6568928
1712,3.6568928
1713,3.6568928
1714,3.6568928
1715,3.6568928
1716,3.6568928
1717,3.6568928
1718,3.6568928
1719,3.6568928
1720,3.6568928
1721,3.6568928
1722,3.6568928
1723,3.6568928
1724,3.6568928
1725,3.6309288
1726,3.6568928
1727,3.6568928
1728,3.6568928
1729,3.6568928
1730,3.6568928
1731,3.6568928
1732,3.6568928
1733,3.6568928
1734,3.6568928
1735,3.6568928
1736,3.6568928
1737,3.6568928
1738,3.6568928
1739,3.6568928
1740,3.6568928
1741,3.6568928
1742,3.6568928
1743,3.6568928
1744,3.6568928
1745,3.6568928
1746,3.6568928
1747,3.6568928
1748,3.6568928
1749,3.6568928
1750,3.6568928
1751,3.6568928
1752,3.6568928
1753,3.6568928
1754,3.6568928
1755,3.6568928
1756,3.6568928
1757,3.6568928
1758,3.6568928
1759,3.6568928
1760,3.6568928
1761,3.6100438
1762,3.6568928
1763,3.6568928
1764,3.6568928
1765,3.6568928
1766,3.6568928
1767,3.6568928
1768,3.6568928
1769,3.6568928
1770,3.6568928
1771,3.6568928
1772,3.6568928
1773,3.6568928
1774,3.6568928
1775,3.6568928
1776,3.6568928
1777,3.6568928
1778,3.6568928
1779,3.6568928
1780,3.6568928
1781,3.6568928
1782,3.6568928
1783,3.6568928
1784,3.6568928
1785,3.6568928
1786,3.6568928
1787,3.6568928
1788,3.6568928
1789,3.630928
1790,3.6568928
1791,3.6568928
1792,3.6568928
1793,3.6568928
1794,3.6568928
1795,3.6568928
1796,3.6568928
1797,3.6568928
1798,3.6568928
1799,3.6568928
1800,3.6568928
1801,3.6568928
1802,3.6568928
1803,3.6568928
1804,3.6568928
1805,3.6568928
1806,3.6568928
1807,3.6568928
1808,3.6568928
1809,3.6568928
1810,3.6568928
1811,3.6568928
1812,3.6568928
1813,3.6568928
1814,3.6568928
1815,3.6568928
1816,3.6568928
1817,3.6568928
1818,3.6568928
1819,3.6568928
1820,3.6568928
1821,3.6568928
1822,3.6568928
1823,3.6568928
1824,3.6568928
1825,3.6568928
1826,3.6568928
1827,3.6568928
1828,3.6568928
1829,3.6568928
1830,3.6568928
1831,3.6568928
1832,3.6568928
1833,3.6568928
1834,3.6568928
1835,3.6568928
1836,3.6568928
1837,3.6568928
1838,3.6568928
1839,3.6568928
1840,3.690559
1841,3.6568928
1842,3.6568928
1843,3.6568928
1844,3.6568928
1845,3.6568928
1846,3.6568928
1847,3.6568928
1848,3.6568928
1849,3.6568928
1850,3.6568928
1851,3.6568928
1852,3.6568928
1853,3.6568928
1854,3.6568928
1855,3.6568928
1856,3.6568928
1857,3.6568928
1858,3.6568928
1859,3.6568928
1860,3.6568928
1861,3.6568928
1862,3.6568928
1863,3.6568928
1864,3.6568928
1865,3.6568928
1866,3.6568928
1867,3.6568928
1868,3.6568928
1869,3.6568928
1870,3.6568928
1871,3.6568928
1872,3.6568928
1873,3.6568928
1874,3.6568928
1875,3.6568928
1876,3.6568928
1877,3.6568928
1878,3.6568928
1879,3.6568928
1880,3.6568928
1881,3.6568928
1882,3.6568928
1883,3.6568928
1884,3.6568928
1885,3.6568928
1886,3.6568928
1887,3.6568928
1888,3.6568928
1889,3.6568928
1890,3.6568928
1891,3.6568928
1892,3.6568928
1893,3.6568928
1894,3.6568928
1895,3.6568928
1896,3.6568928
1897,3.6568928
1898,3.6568928
1899,3.6568928
1900,3.6568928
1901,3.6568928
1902,3.6568928
1903,3.6568928
1904,3.6568928
1905,3.6568928
1906,3.6568928
1907,3.6568928
1908,3.6568928
1909,3.6568928
1910,3.6568928
1911,3.6568928
1912,3.6568928
1913,3.6568928
1914,3.6568928
1915,3.6568928
1916,3.6568928
1917,3.6568928
1918,3.6568928
1919,3.6568928
1920,3.6568928
1921,3.6568928
1922,3.6568928
1923,3.6568928
1924,3.6568928
1925,3.6568928
1926,3.6568928
1927,3.6568928
1928,3.6568928
1929,3.6568928
1930,3.6568928
1931,3.6568928
1932,3.6568928
1933,3.6568928
1934,3.6568928
1935,3.6568928
1936,3.6568928
1937,3.6568928
1938,3.6568928
1939,3.6568928
1940,3.6568928
1941,3.6568928
1942,3.6568928
1943,3.6568928
1944,3.6568928
1945,3.6568928
1946,3.6568928
1947,3.6568928
1948,3.6568928
1949,3.6568928
1950,3.6568928
1951,3.6568928
1952,3.6568928
1953,3.6568928
1954,3.6568928
1955,3.6568928
1956,3.6568928
1957,3.6568928
1958,3.6568928
1959,3.6568928
1960,3.6568928
1961,3.6568928
1962,3.6568928
1963,3.6568928
1964,3.6568928
1965,3.6568928
1966,3.6568928
1967,3.6568928
1968,3.6568928
1969,3.6568928
1970,3.6568928
1971,3.6568928
1972,3.6568928
1973,3.6568928
1974,3.6568928
1975,3.6568928
1976,3.6568928
1977,3.6568928
1978,3.6568928
1979,3.6568928
1980,3.6568928
1981,3.6568928
1982,3.6568928
1983,3.6568928
1984,3.6568928
1985,3.6568928
1986,3.6568928
1987,3.6568928
1988,3.6568928
1989,3.6568928
1990,3.6568928
1991,3.6568928
1992,3.6568928
1993,3.6568928
1994,3.6568928
1995,3.6568928
1996,3.6568928
1997,3.6568928
1998,3.6568928
1999,3.6568928
2000,3.6568928
2001,3.6568928
2002,3.6568928
2003,3.6568928
2004,3.6568928
2005,3.6568928
2006,3.6568928
2007,3.6568928
2008,3.6568928
2009,3.6568928
2010,3.6568928
2011,3.6568928
2012,3.6568928
2013,3.6568928
2014,3.6568928
2015,3.6568928
2016,3.6568928
2017,3.6568928
2018,3.6568928
2019,3.6568928
2020,3.6568928
2021,3.6568928
2022,3.6568928
2023,3.6568928
2024,3.6568928
2025,3.6568928
2026,3.6568928
2027,3.6568928
2028,3.6568928
2029,3.6568928
2030,3.6568928
2031,3.6568928
2032,3.6568928
2033,3.6568928
2034,3.6568928
2035,3.6568928
2036,3.6568928
2037,3.6568928
2038,3.6568928
2039,3.6568928
2040,3.6568928
2041,3.6568928
2042,3.6568928
2043,3.6568928
2044,3.6568928
2045,3.6568928
2046,3.6568928
2047,3.6568928
2048,3.6568928
2049,3.6568928
2050,3.6568928
2051,3.6568928
2052,3.6568928
2053,3.6568928
2054,3.6568928
2055,3.6568928
2056,3.6568928
2057,3.6568928
2058,3.6568928
2059,3.6568928
2060,3.6568928
2061,3.6568928
2062,3.6568928
2063,3.6568928
2064,3.6568928
2065,3.6568928
2066,3.6568928
2067,3.6568928
2068,3.6568928
2069,3.6568928
2070,3.6568928
2071,3.6568928
2072,3.6568928
2073,3.6568928
2074,3.6568928
2075,3.6568928
2076,3.6568928
2077,3.6568928
2078,3.6568928
2079,3.6568928
2080,3.6568928
2081,3.6568928
2082,3.6568928
2083,3.6568928
2084,3.6568928
2085,3.6568928
2086,3.6568928
2087,3.6568928
2088,3.6568928
2089,3.6568928
2090,3.6568928
2091,3.6568928
2092,3.6568928
2093,3.6568928
2094,3.6568928
2095,3.6568928
2096,3.6568928
2097,3.6568928
2098,3.6568928
2099,3.6568928
2100,3.6568928
2101,3.6568928
2102,3.6568928
2103,3.6568928
2104,3.6568928
2105,3.6568928
2106,3.6568928
2107,3.6568928
2108,3.6568928
2109,3.6568928
2110,3.6568928
2111,3.6568928
2112,3.6568928
2113,3.6568928
2114,3.6568928
2115,3.6568928
2116,3.6568928
2117,3.6568928
2118,3.6568928
2119,3.6568928
2120,3.6568928
2121,3.6568928
2122,3.6568928
2123,3.6568928
2124,3.6568928
2125,3.6568928
2126,3.6568928
2127,3.6568928
2128,3.6568928
2129,3.6568928
2130,3.6568928
2131,3.6568928
2132,3.6568928
2133,3.6568928
2134,3.630928
2135,3.6568928
2136,3.6568928
2137,3.6568928
2138,3.6568928
2139,3.6568928
2140,3.6568928
2141,3.6568928
2142,3.6568928
2143,3.6568928
2144,3.6568928
2145,3.6568928
2146,3.6568928
2147,3.6568928
2148,3.6568928
2149,3.6568928
2150,3.6568928
2151,3.6568928
2152,3.6568928
2153,3.6568928
2154,3.6568928
2155,3.6568928
2156,3.6568928
2157,3.6568928
2158,3.6568928
2159,3.6568928
2160,3.6568928
2161,3.6568928
2162,3.6568928
2163,3.6568928
2164,3.6568928
2165,3.6568928
2166,3.6568928
2167,3.6568928
2168,3.6568928
2169,3.6568928
2170,3.6568928
2171,3.6568928
2172,3.6568928
2173,3.6568928
2174,3.6568928
2175,3.6568928
2176,3.6568928
2177,3.6568928
2178,3.6568928
2179,3.6568928
2180,3.6568928
2181,3.6568928
2182,3.6568928
2183,3.6568928
2184,3.6568928
2185,3.6568928
2186,3.6568928
2187,3.6568928
2188,3.6568928
2189,3.6568928
2190,3.6568928
2191,3.6568928
2192,3.6568928
2193,3.6568928
2194,3.6568928
2195,3.6568928
2196,3.6568928
2197,3.6568928
2198,3.6568928
2199,3.6568928
2200,3.6568928
2201,3.6568928
2202,3.6568928
2203,3.6568928
2204,3.6568928
2205,3.6568928
2206,3.6568928
2207,3.6568928
2208,3.6568928
2209,3.6568928
2210,3.6568928
2211,3.6568928
2212,3.6568928
2213,3.6568928
2214,3.6568928
2215,3.6568928
2216,3.6568928
2217,3.6568928
2218,3.6568928
2219,3.6568928
2220,3.6568928
2221,3.6568928
2222,3.6568928
2223,3.6568928
2224,3.6568928
2225,3.6568928
2226,3.6568928
2227,3.6568928
2228,3.6568928
2229,3.6568928
2230,3.6568928
2231,3.6568928
2232,3.6568928
2233,3.6568928
2234,3.6568928
2235,3.6568928
2236,3.6568928
2237,3.6568928
2238,3.6568928
2239,3.6568928
2240,3.6568928
2241,3.6568928
2242,3.6568928
2243,3.6568928
2244,3.6568928
2245,3.6568928
2246,3.6568928
2247,3.6568928
2248,3.6568928
2249,3.6568928
2250,3.6568928
2251,3.6568928
2252,3.6568928
2253,3.6568928
2254,3.6568928
2255,3.6568928
2256,3.6568928
2257,3.6568928
2258,3.6568928
2259,3.6568928
2260,3.6568928
2261,3.6568928
2262,3.6568928
2263,3.6568928
2264,3.6568928
2265,3.6568928
2266,3.6568928
2267,3.6568928
2268,3.6568928
2269,3.6568928
2270,3.6568928
2271,3.6568928
2272,3.6568928
2273,3.6568928
2274,3.6568928
2275,3.6568928
2276,3.6568928
2277,3.6568928
2278,3.6568928
2279,3.6568928
2280,3.6568928
2281,3.6568928
2282,3.6568928
2283,3.6568928
2284,3.6568928
2285,3.6568928
2286,3.6568928
2287,3.6568928
2288,3.6568928
2289,3.6568928
2290,3.6568928
2291,3.6568928
2292,3.6568928
2293,3.6568928
2294,3.6568928
2295,3.6568928
2296,3.6568928
2297,3.6568928
2298,3.6568928
2299,3.6568928
2300,3.6568928
2301,3.6568928
2302,3.6568928
2303,3.6568928
2304,3.6568928
2305,3.6568928
2306,3.6568928
2307,3.6568928
2308,3.6568928
2309,3.6568928
2310,3.6568928
2311,3.6568928
2312,3.6568928
2313,3.6568928
2314,3.6568928
2315,3.6568928
2316,3.6568928
2317,3.6568928
2318,3.6568928
2319,3.6568928
2320,3.6568928
2321,3.6568928
2322,3.6568928
2323,3.6568928
2324,3.6568928
2325,3.6568928
2326,3.6568928
2327,3.6568928
2328,3.6568928
2329,3.6568928
2330,3.6568928
2331,3.6568928
2332,3.6568928
2333,3.6568928
2334,3.6568928
2335,3.6568928
2336,3.6568928
2337,3.6568928
2338,3.6568928
2339,3.6568928
2340,3.6568928
2341,3.6568928
2342,3.6568928
2343,3.6568928
2344,3.6568928
2345,3.6568928
2346,3.6568928
2347,3.6568928
2348,3.6568928
2349,3.6568928
2350,3.6568928
2351,3.6568928
2352,3.6568928
2353,3.6568928
2354,3.6568928
2355,3.6568928
2356,3.6568928
2357,3.6568928
2358,3.6568928
2359,3.6568928
2360,3.6568928
2361,3.6568928
2362,3.6568928
2363,3.6568928
2364,3.6568928
2365,3.6568928
2366,3.6568928
2367,3.6568928
2368,3.6568928
2369,3.6568928
2370,3.6568928
2371,3.6568928
2372,3.6568928
2373,3.6568928
2374,3.6568928
2375,3.6568928
2376,3.6568928
2377,3.6568928
2378,3.6568928
2379,3.6568928
2380,3.6568928
2381,3.6568928
2382,3.6568928
2383,3.6568928
2384,3.6568928
2385,3.6568928
2386,3.6568928
2387,3.6568928
2388,3.6568928
2389,3.6568928
2390,3.6568928
2391,3.6568928
2392,3.6568928
2393,3.6568928
2394,3.6568928
2395,3.6568928
2396,3.6568928
2397,3.6568928
2398,3.6568928
2399,3.6568928
2400,3.6568928
2401,3.6568928
2402,3.6568928
2403,3.6568928
2404,3.6568928
2405,3.6568928
2406,3.6568928
2407,3.6568928
2408,3.6568928
2409,3.6568928
2410,3.6568928
2411,3.6568928
2412,3.6568928
2413,3.6568928
2414,3.6568928
2415,3.6568928
2416,3.6568928
2417,3.6568928
2418,3.6568928
2419,3.6568928
2420,3.6568928
2421,3.6568928
2422,3.6568928
2423,3.6568928
2424,3.6568928
2425,3.6568928
2426,3.6568928
2427,3.6568928
2428,3.6568928
2429,3.6568928
2430,3.6568928
2431,3.6568928
2432,3.6568928
2433,3.6568928
2434,3.6568928
2435,3.6568928
2436,3.6568928
2437,3.6568928
2438,3.6568928
2439,3.6568928
2440,3.6568928
2441,3.6568928
2442,3.6568928
2443,3.6568928
2444,3.6568928
2445,3.6568928
2446,3.6568928
2447,3.6568928
2448,3.6568928
2449,3.6568928
2450,3.6568928
2451,3.6568928
2452,3.6568928
2453,3.6568928
2454,3.6568928
2455,3.6568928
2456,3.6568928
2457,3.6568928
2458,3.6568928
2459,3.6568928
2460,3.6568928
2461,3.6568928
2462,3.6568928
2463,3.6568928
2464,3.6568928
2465,3.6568928
2466,3.6568928
2467,3.6568928
2468,3.6568928
2469,3.690559
2470,3.6568928
2471,3.6568928
2472,3.6568928
2473,3.6568928
2474,3.6568928
2475,3.6568928
2476,3.6568928
2477,3.6568928
2478,3.6568928
2479,3.6568928
2480,3.6568928
2481,3.6568928
2482,3.6568928
2483,3.6568928
2484,3.6568928
2485,3.6568928
2486,3.6568928
2487,3.6568928
2488,3.6568928
2489,3.6568928
2490,3.6568928
2491,3.6568928
2492,3.6568928
2493,3.6568928
2494,3.6568928
2495,3.6568928
2496,3.6568928
2497,3.6568928
2498,3.6568928
2499,3.6568928
2500,3.6568928
2501,3.6568928
2502,3.6568928
2503,3.6568928
2504,3.6568928
2505,3.6568928
2506,3.6568928
2507,3.6568928
2508,3.6568928
2509,3.6568928
2510,3.6568928
2511,3.6568928
2512,3.6568928
2513,3.6568928
2514,3.6568928
2515,3.6568928
2516,3.6568928
2517,3.6568928
2518,3.6568928
2519,3.6568928
2520,3.6568928
2521,3.6568928
2522,3.6568928
2523,3.6568928
2524,3.6568928
2525,3.6568928
2526,3.6568928
2527,3.6568928
2528,3.6568928
2529,3.6568928
2530,3.6568928
2531,3.6568928
2532,3.6568928
2533,3.6568928
2534,3.6568928
2535,3.6568928
2536,3.6568928
2537,3.6568928
2538,3.6568928
2539,3.6568928
2540,3.6568928
2541,3.6568928
2542,3.6568928
2543,3.6568928
2544,3.6568928
2545,3.6568928
2546,3.6568928
2547,3.6568928
2548,3.6568928
2549,3.6568928
2550,3.6568928
2551,3.6568928
2552,3.6568928
2553,3.6568928
2554,3.6568928
2555,3.6568928
2556,3.6568928
2557,3.6568928
2558,3.6568928
2559,3.6568928
2560,3.6568928
2561,3.6568928
2562,3.6568928
2563,3.6568928
2564,3.6568928
2565,3.6568928
2566,3.6568928
2567,3.6568928
2568,3.6568928
2569,3.6568928
2570,3.6568928
2571,3.6568928
2572,3.6568928
2573,3.6568928
2574,3.6568928
2575,3.6568928
2576,3.6568928
2577,3.6568928
2578,3.6568928
2579,3.6568928
2580,3.6568928
2581,3.6568928
2582,3.6568928
2583,3.6568928
2584,3.6568928
2585,3.6568928
2586,3.6568928
2587,3.6568928
2588,3.6568928
2589,3.6568928
2590,3.6568928
2591,3.6568928
2592,3.6568928
2593,3.6568928
2594,3.6568928
2595,3.6568928
2596,3.6568928
2597,3.6568928
2598,3.6568928
2599,3.6568928
2600,3.6568928
2601,3.6568928
2602,3.6568928
2603,3.6568928
2604,3.6568928
2605,3.6568928
2606,3.6568928
2607,3.6568928
2608,3.6568928
2609,3.6568928
2610,3.6568928
2611,3.6568928
2612,3.6568928
2613,3.6568928
2614,3.6568928
2615,3.6568928
2616,3.6568928
2617,3.6568928
2618,3.6568928
2619,3.6568928
2620,3.6568928
2621,3.6568928
2622,3.6568928
2623,3.6568928
2624,3.6568928
2625,3.6568928
2626,3.6568928
2627,3.6568928
2628,3.6568928
2629,3.6568928
2630,3.6568928
2631,3.6568928
2632,3.6568928
2633,3.6568928
2634,3.6568928
2635,3.6568928
2636,3.6568928
2637,3.6568928
2638,3.6568928
2639,3.6568928
2640,3.6568928
2641,3.6568928
2642,3.6568928
2643,3.6568928
2644,3.6568928
2645,3.6568928
2646,3.6568928
2647,3.6568928
2648,3.6568928
2649,3.6568928
2650,3.6568928
2651,3.690559
2652,3.6568928
2653,3.6568928
2654,3.6568928
2655,3.6568928
2656,3.6568928
2657,3.6568928
2658,3.6568928
2659,3.6568928
2660,3.6568928
2661,3.6568928
2662,3.6568928
2663,3.6568928
2664,3.6568928
2665,3.6568928
2666,3.6568928
2667,3.6568928
2668,3.6568928
2669,3.6568928
2670,3.6568928
2671,3.6568928
2672,3.6568928
2673,3.6568928
2674,3.6568928
2675,3.6568928
2676,3.6568928
2677,3.6568928
2678,3.6568928
2679,3.690559
2680,3.6568928
2681,3.6568928
2682,3.6568928
2683,3.6568928
2684,3.6568928
2685,3.6568928
2686,3.6568928
2687,3.6568928
2688,3.6568928
2689,3.6568928
2690,3.6568928
2691,3.6568928
2692,3.6568928
2693,3.6568928
2694,3.6568928
2695,3.6568928
2696,3.6568928
2697,3.6568928
2698,3.6568928
2699,3.6568928
2700,3.6568928
2701,3.6568928
2702,3.6568928
2703,3.6568928
2704,3.6568928
2705,3.6568928
2706,3.6568928
2707,3.6568928
2708,3.6568928
2709,3.6568928
2710,3.6568928
2711,3.6568928
2712,3.6568928
2713,3.6568928
2714,3.6568928
2715,3.6568928
2716,3.6568928
2717,3.6568928
2718,3.6568928
2719,3.6568928
2720,3.6568928
2721,3.6568928
2722,3.6568928
2723,3.6568928
2724,3.6568928
2725,3.6568928
2726,3.6568928
2727,3.6568928
2728,3.6568928
2729,3.6568928
2730,3.6568928
2731,3.6568928
2732,3.6568928
2733,3.6568928
2734,3.6568928
2735,3.6568928
2736,3.6568928
2737,3.6568928
2738,3.6568928
2739,3.6568928
2740,3.6568928
2741,3.6568928
2742,3.6568928
2743,3.6568928
2744,3.6568928
2745,3.6568928
2746,3.6568928
2747,3.6568928
2748,3.6568928
2749,3.6568928
2750,3.6568928
2751,3.6568928
2752,3.6568928
2753,3.6568928
2754,3.6568928
2755,3.6568928
2756,3.6568928
2757,3.6568928
2758,3.6568928
2759,3.6568928
2760,3.6568928
2761,3.6568928
2762,3.6568928
2763,3.6568928
2764,3.6568928
2765,3.6568928
2766,3.6568928
2767,3.6568928
2768,3.6568928
2769,3.6568928
2770,3.6568928
2771,3.6568928
2772,3.6568928
2773,3.6568928
2774,3.6568928
2775,3.6568928
2776,3.6568928
2777,3.6568928
2778,3.6568928
2779,3.6568928
2780,3.6568928
2781,3.6568928
2782,3.6568928
2783,3.6568928
2784,3.6568928
2785,3.6568928
2786,3.6568928
2787,3.6568928
2788,3.6568928
2789,3.6568928
2790,3.6568928
2791,3.6568928
2792,3.6568928
2793,3.6568928
2794,3.6568928
2795,3.6568928
2796,3.6568928
2797,3.6568928
2798,3.6568928
2799,3.6568928
2800,3.6568928
2801,3.6568928
2802,3.6568928
2803,3.6568928
2804,3.6568928
2805,3.6568928
2806,3.6568928
2807,3.6568928
2808,3.6568928
2809,3.6568928
2810,3.6568928
2811,3.6568928
2812,3.6568928
2813,3.6568928
2814,3.6568928
2815,3.6568928
2816,3.6568928
2817,3.6568928
2818,3.6568928
2819,3.6568928
2820,3.6568928
2821,3.6568928
2822,3.6568928
2823,3.6568928
2824,3.6568928
2825,3.6568928
2826,3.6568928
2827,3.6568928
2828,3.6568928
2829,3.6568928
2830,3.6568928
2831,3.6568928
2832,3.6568928
2833,3.6568928
2834,3.6568928
2835,3.6568928
2836,3.6568928
2837,3.6568928
2838,3.6568928
2839,3.6568928
2840,3.6568928
2841,3.6568928
2842,3.6568928
2843,3.6568928
2844,3.6568928
2845,3.6568928
2846,3.6568928
2847,3.6568928
2848,3.6568928
2849,3.6568928
2850,3.6568928
2851,3.6568928
2852,3.6568928
2853,3.6568928
2854,3.6568928
2855,3.6568928
2856,3.6568928
2857,3.6568928
2858,3.6568928
2859,3.6568928
2860,3.6568928
2861,3.6568928
2862,3.6568928
2863,3.6568928
2864,3.6568928
2865,3.6568928
2866,3.6568928
2867,3.6568928
2868,3.6568928
2869,3.6568928
2870,3.6568928
2871,3.6568928
2872,3.6568928
2873,3.6568928
2874,3.6568928
2875,3.6568928
2876,3.6568928
2877,3.6568928
2878,3.6568928
2879,3.6568928
2880,3.6568928
2881,3.6568928
2882,3.6568928
2883,3.6568928
2884,3.6568928
2885,3.6568928
2886,3.6568928
2887,3.6568928
2888,3.6568928
2889,3.6568928
2890,3.6568928
2891,3.6568928
2892,3.6568928
2893,3.6568928
2894,3.6568928
2895,3.6568928
2896,3.6568928
2897,3.6568928
2898,3.6568928
2899,3.6568928
2900,3.6568928
2901,3.6568928
2902,3.6568928
2903,3.6568928
2904,3.6568928
2905,3.630928
2906,3.6568928
2907,3.6568928
2908,3.6568928
2909,3.6568928
2910,3.6568928
2911,3.6568928
2912,3.6568928
2913,3.6568928
2914,3.6568928
2915,3.6568928
2916,3.6568928
2917,3.6568928
2918,3.6568928
2919,3.6568928
2920,3.6568928
2921,3.6568928
2922,3.6568928
2923,3.6568928
2924,3.6568928
2925,3.6568928
2926,3.6568928
2927,3.6568928
2928,3.6568928
2929,3.6568928
2930,3.6568928
2931,3.6568928
2932,3.6568928
2933,3.6568928
2934,3.6568928
2935,3.6568928
2936,3.6568928
2937,3.6568928
2938,3.6568928
2939,3.6568928
2940,3.6568928
2941,3.6568928
2942,3.6568928
2943,3.6568928
2944,3.6568928
2945,3.6568928
2946,3.6568928
2947,3.6568928
2948,3.6568928
2949,3.6568928
2950,3.6568928
2951,3.6568928
2952,3.6568928
2953,3.6568928
2954,3.6568928
2955,3.6568928
2956,3.6568928
2957,3.6568928
2958,3.6568928
2959,3.6568928
2960,3.6568928
2961,3.6568928
2962,3.6568928
2963,3.6568928
2964,3.6568928
2965,3.6568928
2966,3.6568928
2967,3.6568928
2968,3.6568928
2969,3.6568928
2970,3.6568928
2971,3.6568928
2972,3.6568928
2973,3.6568928
2974,3.6568928
2975,3.6568928
2976,3.6568928
2977,3.6568928
2978,3.6568928
2979,3.6568928
2980,3.6568928
2981,3.6568928
2982,3.6568928
2983,3.6568928
2984,3.6568928
2985,3.6568928
2986,3.6568928
2987,3.6568928
2988,3.6568928
2989,3.6568928
2990,3.6568928
2991,3.6568928
2992,3.6568928
2993,3.6568928
2994,3.6568928
2995,3.6568928
2996,3.6568928
2997,3.6568928
2998,3.6568928
2999,3.6568928
3000,3.6568928
3001,3.6568928
3002,3.6568928
3003,3.6568928
3004,3.6568928
3005,3.6568928
3006,3.6568928
3007,3.6568928
3008,3.6568928
3009,3.6568928
3010,3.6568928
3011,3.6568928
3012,3.6568928
3013,3.6568928
3014,3.6568928
3015,3.6568928
3016,3.6568928
3017,3.6568928
3018,3.6568928
3019,3.6568928
3020,3.6568928
3021,3.6568928
3022,3.6568928
3023,3.6568928
3024,3.6568928
3025,3.6568928
3026,3.6568928
3027,3.6568928
3028,3.6568928
3029,3.6568928
3030,3.6568928
3031,3.6568928
3032,3.6568928
3033,3.6568928
3034,3.6568928
3035,3.6568928
3036,3.6568928
3037,3.6568928
3038,3.6568928
3039,3.6568928
3040,3.6568928
3041,3.6568928
3042,3.6568928
3043,3.6568928
3044,3.6568928
3045,3.6568928
3046,3.6568928
3047,3.6568928
3048,3.6568928
3049,3.6568928
3050,3.6568928
3051,3.6568928
3052,3.6568928
3053,3.6568928
3054,3.6568928
3055,3.6568928
3056,3.6568928
3057,3.6568928
3058,3.6568928
3059,3.6568928
3060,3.6568928
3061,3.6568928
3062,3.6568928
3063,3.6568928
3064,3.6568928
3065,3.6568928
3066,3.6568928
3067,3.6568928
3068,3.6568928
3069,3.6568928
3070,3.6568928
3071,3.6568928
3072,3.630928
3073,3.6568928
3074,3.6568928
3075,3.6568928
3076,3.6568928
3077,3.6568928
3078,3.6568928
3079,3.6568928
3080,3.6568928
3081,3.6568928
3082,3.6568928
3083,3.6568928
3084,3.6568928
3085,3.6568928
3086,3.6568928
3087,3.6568928
3088,3.6568928
3089,3.6568928
3090,3.6568928
3091,3.6568928
3092,3.6568928
3093,3.6568928
3094,3.6568928
3095,3.690559
3096,3.6568928
3097,3.6568928
3098,3.6568928
3099,3.690559
3100,3.6568928
3101,3.6568928
3102,3.6568928
3103,3.6568928
3104,3.6568928
3105,3.6568928
3106,3.6568928
3107,3.6568928
3108,3.6568928
3109,3.6568928
3110,3.6568928
3111,3.6568928
3112,3.6568928
3113,3.6568928
3114,3.6568928
3115,3.6568928
3116,3.6568928
3117,3.6568928
3118,3.6568928
3119,3.6568928
3120,3.6568928
3121,3.6568928
3122,3.6568928
3123,3.6568928
3124,3.6568928
3125,3.6568928
3126,3.6568928
3127,3.6568928
3128,3.6568928
3129,3.6568928
3130,3.6568928
3131,3.6568928
3132,3.6568928
3133,3.6568928
3134,3.6568928
3135,3.6568928
3136,3.6568928
3137,3.6568928
3138,3.6568928
3139,3.6568928
3140,3.6568928
3141,3.6568928
3142,3.6568928
3143,3.6568928
3144,3.6568928
3145,3.6568928
3146,3.6568928
3147,3.6568928
3148,3.6568928
3149,3.6568928
3150,3.6568928
3151,3.6568928
3152,3.6568928
3153,3.6568928
3154,3.6568928
3155,3.6568928
3156,3.6568928
3157,3.6568928
3158,3.6568928
3159,3.6568928
3160,3.6568928
3161,3.6568928
3162,3.6568928
3163,3.6568928
3164,3.6568928
3165,3.6568928
3166,3.6568928
3167,3.6568928
3168,3.6568928
3169,3.6568928
3170,3.6568928
3171,3.6568928
3172,3.6568928
3173,3.6568928
3174,3.6568928
3175,3.6568928
3176,3.6568928
3177,3.6568928
3178,3.6568928
3179,3.6568928
3180,3.6568928
3181,3.6568928
3182,3.6568928
3183,3.6568928
3184,3.6568928
3185,3.6568928
3186,3.6568928
3187,3.6568928
3188,3.6568928
3189,3.6568928
3190,3.6568928
3191,3.6568928
3192,3.6568928
3193,3.6568928
3194,3.6568928
3195,3.6568928
3196,3.6568928
3197,3.6568928
3198,3.6568928
3199,3.6568928
3200,3.6568928
3201,3.6568928
3202,3.6568928
3203,3.6568928
3204,3.6568928
